Year,Month ,Plant,Customer ,Primary Market Code ,Material Type,Available Tons 
2021,July,Plant_3,Customer_70,Primary_Market_Code_2,Material_Type_5,33.03
2020,March,Plant_3,Customer_70,Primary_Market_Code_2,Material_Type_5,50.3425
2021,November,Plant_7,Customer_70,Primary_Market_Code_17,Material_Type_12,431.0665
2022,February,Plant_7,Customer_70,Primary_Market_Code_17,Material_Type_12,541.575
2020,September,Plant_3,Customer_70,Primary_Market_Code_17,Material_Type_12,40.50924455
2021,March,Plant_3,Customer_70,Primary_Market_Code_17,Material_Type_12,239.6171597
2021,April,Plant_3,Customer_70,Primary_Market_Code_17,Material_Type_12,225.5610091
2022,February,Plant_3,Customer_70,Primary_Market_Code_17,Material_Type_12,126.7765839
2021,May,Plant_7,Customer_70,Primary_Market_Code_10,Material_Type_2,44.49
2021,August,Plant_7,Customer_70,Primary_Market_Code_10,Material_Type_2,19.4075
2021,November,Plant_9,Customer_49,Primary_Market_Code_8,Material_Type_8,360.1704272
2021,December,Plant_9,Customer_49,Primary_Market_Code_8,Material_Type_8,371.1428859
2021,October,Plant_9,Customer_417,Primary_Market_Code_2,Material_Type_8,5.975
2022,January,Plant_1,Customer_3,Primary_Market_Code_2,Material_Type_3,22.61
2020,July,Plant_2,Customer_3,Primary_Market_Code_2,Material_Type_8,122.559
2021,January,Plant_2,Customer_3,Primary_Market_Code_2,Material_Type_8,34.835
2020,May,Plant_2,Customer_3,Primary_Market_Code_2,Material_Type_8,169.8035
2022,February,Plant_2,Customer_3,Primary_Market_Code_2,Material_Type_8,159.9815
2021,November,Plant_3,Customer_3,Primary_Market_Code_2,Material_Type_6,435.41
2021,July,Plant_6,Customer_3,Primary_Market_Code_2,Material_Type_6,29.911
2020,March,Plant_6,Customer_3,Primary_Market_Code_2,Material_Type_5,45.486
2020,November,Plant_6,Customer_3,Primary_Market_Code_2,Material_Type_5,24.854
2020,December,Plant_6,Customer_3,Primary_Market_Code_2,Material_Type_5,10.631
2021,August,Plant_6,Customer_3,Primary_Market_Code_2,Material_Type_5,13.542
2021,January,Plant_6,Customer_3,Primary_Market_Code_2,Material_Type_5,17.139
2021,June,Plant_6,Customer_3,Primary_Market_Code_2,Material_Type_5,13.347
2021,January,Plant_3,Customer_3,Primary_Market_Code_2,Material_Type_5,36.485
2020,July,Plant_4,Customer_3,Primary_Market_Code_2,Material_Type_10,114.82
2020,September,Plant_1,Customer_3,Primary_Market_Code_2,Material_Type_10,207.0615
2020,March,Plant_1,Customer_3,Primary_Market_Code_2,Material_Type_10,200.7735
2021,September,Plant_1,Customer_3,Primary_Market_Code_2,Material_Type_10,119.0825
2021,July,Plant_1,Customer_3,Primary_Market_Code_2,Material_Type_10,276.648
2022,January,Plant_1,Customer_3,Primary_Market_Code_2,Material_Type_10,80.241
2020,December,Plant_6,Customer_3,Primary_Market_Code_2,Material_Type_10,31.8025
2021,February,Plant_1,Customer_3,Primary_Market_Code_17,Material_Type_12,18666.1065
2020,December,Plant_1,Customer_3,Primary_Market_Code_17,Material_Type_12,12371.807
2021,June,Plant_4,Customer_3,Primary_Market_Code_17,Material_Type_12,16934.286
2021,July,Plant_3,Customer_3,Primary_Market_Code_17,Material_Type_12,1148.111528
2020,September,Plant_4,Customer_3,Primary_Market_Code_17,Material_Type_12,501.4515
2021,February,Plant_2,Customer_3,Primary_Market_Code_17,Material_Type_12,503.5355
2021,September,Plant_2,Customer_3,Primary_Market_Code_17,Material_Type_12,1122.3405
2021,January,Plant_6,Customer_3,Primary_Market_Code_17,Material_Type_12,155.6755317
2021,May,Plant_6,Customer_3,Primary_Market_Code_17,Material_Type_12,207.732094
2021,July,Plant_6,Customer_3,Primary_Market_Code_17,Material_Type_12,147.6618135
2022,January,Plant_4,Customer_3,Primary_Market_Code_26,Material_Type_12,45.41
2021,September,Plant_4,Customer_3,Primary_Market_Code_26,Material_Type_12,141.3
2020,October,Plant_3,Customer_3,Primary_Market_Code_17,Material_Type_12,174.018384
2022,February,Plant_8,Customer_3,Primary_Market_Code_17,Material_Type_12,0.1272058
2022,February,Plant_15,Customer_3,Primary_Market_Code_17,Material_Type_12,0.350196
2021,February,Plant_1,Customer_3,Primary_Market_Code_2,Material_Type_1,2436.269
2021,February,Plant_7,Customer_3,Primary_Market_Code_2,Material_Type_1,96.2375
2020,July,Plant_7,Customer_3,Primary_Market_Code_2,Material_Type_1,2.9125
2021,April,Plant_7,Customer_3,Primary_Market_Code_2,Material_Type_1,80.995
2020,October,Plant_7,Customer_3,Primary_Market_Code_2,Material_Type_1,2.735
2021,November,Plant_7,Customer_3,Primary_Market_Code_2,Material_Type_1,20.4675
2020,May,Plant_7,Customer_3,Primary_Market_Code_2,Material_Type_1,11.2975
2022,January,Plant_7,Customer_3,Primary_Market_Code_2,Material_Type_1,0
2022,February,Plant_7,Customer_3,Primary_Market_Code_2,Material_Type_1,0
2020,July,Plant_1,Customer_3,Primary_Market_Code_2,Material_Type_2,905.399
2021,October,Plant_1,Customer_3,Primary_Market_Code_2,Material_Type_2,1578.124
2021,June,Plant_7,Customer_3,Primary_Market_Code_2,Material_Type_2,628.9385
2020,May,Plant_1,Customer_3,Primary_Market_Code_2,Material_Type_2,1125.4095
2022,January,Plant_7,Customer_3,Primary_Market_Code_2,Material_Type_2,312.2775
2021,May,Plant_2,Customer_3,Primary_Market_Code_2,Material_Type_2,74.3225
2021,December,Plant_2,Customer_3,Primary_Market_Code_2,Material_Type_2,256.64
2020,December,Plant_2,Customer_3,Primary_Market_Code_2,Material_Type_2,26.61
2020,October,Plant_7,Customer_3,Primary_Market_Code_2,Material_Type_2,118.455
2020,November,Plant_7,Customer_3,Primary_Market_Code_2,Material_Type_2,104.045
2020,April,Plant_6,Customer_3,Primary_Market_Code_2,Material_Type_2,0
2020,May,Plant_6,Customer_3,Primary_Market_Code_2,Material_Type_2,24.456
2020,September,Plant_6,Customer_3,Primary_Market_Code_2,Material_Type_2,2.485
2021,April,Plant_6,Customer_3,Primary_Market_Code_2,Material_Type_2,25.2425
2020,July,Plant_6,Customer_3,Primary_Market_Code_2,Material_Type_2,25.85
2021,July,Plant_6,Customer_3,Primary_Market_Code_2,Material_Type_2,33.9955
2021,November,Plant_4,Customer_3,Primary_Market_Code_2,Material_Type_2,112.935
2020,April,Plant_3,Customer_909,Primary_Market_Code_11,Material_Type_2,5.3775
2022,January,Plant_1,Customer_252,Primary_Market_Code_2,Material_Type_1,111.8
2022,January,Plant_3,Customer_236,Primary_Market_Code_2,Material_Type_5,94.28
2021,April,Plant_3,Customer_236,Primary_Market_Code_2,Material_Type_5,38.4575
2020,September,Plant_3,Customer_236,Primary_Market_Code_2,Material_Type_5,33.56
2020,April,Plant_3,Customer_236,Primary_Market_Code_17,Material_Type_12,106.2219522
2020,July,Plant_7,Customer_236,Primary_Market_Code_17,Material_Type_12,106.8855
2020,March,Plant_7,Customer_236,Primary_Market_Code_17,Material_Type_12,106.99
2020,October,Plant_7,Customer_236,Primary_Market_Code_2,Material_Type_1,20.245
2021,June,Plant_3,Customer_236,Primary_Market_Code_2,Material_Type_2,0
2020,June,Plant_1,Customer_236,Primary_Market_Code_2,Material_Type_2,0
2020,October,Plant_3,Customer_236,Primary_Market_Code_2,Material_Type_2,10.28
2020,September,Plant_3,Customer_893,Primary_Market_Code_24,Material_Type_5,6.8725
2021,December,Plant_3,Customer_893,Primary_Market_Code_24,Material_Type_5,0
2021,August,Plant_15,Customer_650,Primary_Market_Code_17,Material_Type_12,22.737726
2020,November,Plant_15,Customer_650,Primary_Market_Code_26,Material_Type_11,2.58824115
2020,April,Plant_15,Customer_650,Primary_Market_Code_26,Material_Type_11,2.5885
2021,May,Plant_15,Customer_650,Primary_Market_Code_26,Material_Type_11,2.58824115
2020,December,Plant_8,Customer_64,Primary_Market_Code_2,Material_Type_6,56.579
2020,May,Plant_8,Customer_64,Primary_Market_Code_2,Material_Type_6,43.769
2020,March,Plant_8,Customer_64,Primary_Market_Code_2,Material_Type_6,35.775
2020,August,Plant_8,Customer_64,Primary_Market_Code_2,Material_Type_6,35.82
2021,May,Plant_8,Customer_64,Primary_Market_Code_2,Material_Type_6,24.436
2021,August,Plant_8,Customer_64,Primary_Market_Code_2,Material_Type_9,1142.7575
2020,July,Plant_8,Customer_64,Primary_Market_Code_2,Material_Type_9,527.908
2021,January,Plant_8,Customer_64,Primary_Market_Code_2,Material_Type_9,698.4185
2021,June,Plant_8,Customer_64,Primary_Market_Code_2,Material_Type_9,1034.5115
2020,March,Plant_8,Customer_64,Primary_Market_Code_17,Material_Type_12,2575.430446
2021,May,Plant_8,Customer_64,Primary_Market_Code_17,Material_Type_12,1422.706334
2021,February,Plant_8,Customer_64,Primary_Market_Code_17,Material_Type_12,1776.491078
2021,July,Plant_10,Customer_1182,Primary_Market_Code_18,Material_Type_11,0.3532068
2021,July,Plant_6,Customer_1183,Primary_Market_Code_17,Material_Type_12,78.2245
2021,May,Plant_4,Customer_981,Primary_Market_Code_2,Material_Type_1,1.63
2022,February,Plant_1,Customer_325,Primary_Market_Code_17,Material_Type_12,297.7670366
2020,July,Plant_1,Customer_325,Primary_Market_Code_17,Material_Type_12,1228.685127
2020,August,Plant_1,Customer_325,Primary_Market_Code_1,Material_Type_1,26.075
2020,December,Plant_3,Customer_754,Primary_Market_Code_2,Material_Type_6,0
2020,May,Plant_3,Customer_754,Primary_Market_Code_2,Material_Type_6,0
2020,September,Plant_3,Customer_754,Primary_Market_Code_17,Material_Type_12,1.81978305
2020,August,Plant_8,Customer_301,Primary_Market_Code_2,Material_Type_6,18.603
2021,February,Plant_8,Customer_301,Primary_Market_Code_2,Material_Type_6,39.628
2020,November,Plant_8,Customer_301,Primary_Market_Code_2,Material_Type_6,12.021
2020,July,Plant_8,Customer_301,Primary_Market_Code_2,Material_Type_9,37.227
2020,August,Plant_8,Customer_301,Primary_Market_Code_2,Material_Type_9,18.42
2021,September,Plant_8,Customer_301,Primary_Market_Code_17,Material_Type_12,423.1866083
2022,January,Plant_8,Customer_301,Primary_Market_Code_17,Material_Type_12,380.9465749
2020,October,Plant_8,Customer_301,Primary_Market_Code_17,Material_Type_12,254.0342543
2021,February,Plant_8,Customer_301,Primary_Market_Code_17,Material_Type_12,247.5428825
2020,July,Plant_8,Customer_749,Primary_Market_Code_17,Material_Type_12,3.97704115
2021,June,Plant_1,Customer_154,Primary_Market_Code_17,Material_Type_12,18.5
2022,January,Plant_1,Customer_154,Primary_Market_Code_17,Material_Type_12,148.165
2022,January,Plant_1,Customer_154,Primary_Market_Code_7,Material_Type_1,11.21
2021,May,Plant_1,Customer_154,Primary_Market_Code_7,Material_Type_1,56.31
2021,August,Plant_1,Customer_154,Primary_Market_Code_24,Material_Type_1,7.14
2021,September,Plant_1,Customer_154,Primary_Market_Code_24,Material_Type_1,7.05
2020,September,Plant_3,Customer_792,Primary_Market_Code_2,Material_Type_5,5.4125
2020,April,Plant_3,Customer_792,Primary_Market_Code_2,Material_Type_5,3.9
2021,March,Plant_3,Customer_792,Primary_Market_Code_2,Material_Type_5,0
2020,October,Plant_3,Customer_792,Primary_Market_Code_17,Material_Type_12,8.148861
2020,April,Plant_8,Customer_660,Primary_Market_Code_2,Material_Type_9,0
2021,May,Plant_8,Customer_660,Primary_Market_Code_2,Material_Type_9,15.104
2020,November,Plant_2,Customer_655,Primary_Market_Code_17,Material_Type_11,18.1186785
2020,July,Plant_2,Customer_655,Primary_Market_Code_17,Material_Type_11,29.6660925
2022,February,Plant_3,Customer_485,Primary_Market_Code_17,Material_Type_12,33.99089225
2020,April,Plant_1,Customer_485,Primary_Market_Code_17,Material_Type_12,10.8572745
2022,January,Plant_7,Customer_485,Primary_Market_Code_17,Material_Type_11,2.151602
2022,February,Plant_7,Customer_485,Primary_Market_Code_17,Material_Type_11,3.3511705
2022,February,Plant_3,Customer_485,Primary_Market_Code_17,Material_Type_11,1.32881
2021,November,Plant_6,Customer_485,Primary_Market_Code_17,Material_Type_11,9.1972478
2020,April,Plant_6,Customer_454,Primary_Market_Code_19,Material_Type_6,18.8005
2021,August,Plant_6,Customer_454,Primary_Market_Code_19,Material_Type_6,5.17
2021,October,Plant_6,Customer_454,Primary_Market_Code_19,Material_Type_6,5.17
2022,January,Plant_6,Customer_454,Primary_Market_Code_19,Material_Type_6,5.17
2020,August,Plant_3,Customer_454,Primary_Market_Code_19,Material_Type_5,36.86
2020,October,Plant_3,Customer_454,Primary_Market_Code_19,Material_Type_5,2.37
2020,December,Plant_3,Customer_454,Primary_Market_Code_19,Material_Type_5,14.2
2021,October,Plant_3,Customer_454,Primary_Market_Code_19,Material_Type_5,0
2020,November,Plant_6,Customer_454,Primary_Market_Code_19,Material_Type_5,3.952
2021,November,Plant_3,Customer_454,Primary_Market_Code_7,Material_Type_5,0
2022,January,Plant_3,Customer_454,Primary_Market_Code_7,Material_Type_5,3.9
2020,September,Plant_6,Customer_454,Primary_Market_Code_17,Material_Type_12,21.147885
2020,May,Plant_6,Customer_454,Primary_Market_Code_17,Material_Type_12,10.885
2021,April,Plant_1,Customer_141,Primary_Market_Code_17,Material_Type_12,73.98114855
2021,December,Plant_1,Customer_141,Primary_Market_Code_17,Material_Type_12,120.4017542
2020,April,Plant_1,Customer_141,Primary_Market_Code_17,Material_Type_12,424.058815
2022,February,Plant_1,Customer_141,Primary_Market_Code_17,Material_Type_12,59.7071514
2020,December,Plant_1,Customer_141,Primary_Market_Code_17,Material_Type_12,92.192
2020,October,Plant_1,Customer_41,Primary_Market_Code_17,Material_Type_12,5660.8545
2021,January,Plant_1,Customer_41,Primary_Market_Code_17,Material_Type_12,8274.813
2021,August,Plant_1,Customer_41,Primary_Market_Code_17,Material_Type_12,3732.529725
2021,November,Plant_2,Customer_41,Primary_Market_Code_17,Material_Type_12,760.69
2021,September,Plant_1,Customer_41,Primary_Market_Code_8,Material_Type_12,11.19
2022,February,Plant_1,Customer_41,Primary_Market_Code_8,Material_Type_12,189.09
2020,April,Plant_1,Customer_41,Primary_Market_Code_8,Material_Type_12,22.33
2021,January,Plant_1,Customer_41,Primary_Market_Code_11,Material_Type_12,0
2020,September,Plant_1,Customer_41,Primary_Market_Code_11,Material_Type_7,0
2020,August,Plant_1,Customer_41,Primary_Market_Code_1,Material_Type_7,0
2021,March,Plant_1,Customer_41,Primary_Market_Code_1,Material_Type_1,1596.0225
2021,May,Plant_1,Customer_41,Primary_Market_Code_26,Material_Type_1,180.66
2020,December,Plant_1,Customer_41,Primary_Market_Code_4,Material_Type_1,230.0475
2021,April,Plant_1,Customer_41,Primary_Market_Code_1,Material_Type_1,1164.889272
2022,January,Plant_1,Customer_41,Primary_Market_Code_4,Material_Type_1,4.2525
2021,September,Plant_1,Customer_41,Primary_Market_Code_1,Material_Type_1,373.3775
2021,April,Plant_1,Customer_41,Primary_Market_Code_11,Material_Type_1,367.6975
2021,June,Plant_1,Customer_41,Primary_Market_Code_11,Material_Type_1,82.095
2020,August,Plant_1,Customer_41,Primary_Market_Code_1,Material_Type_1,682.66
2020,September,Plant_1,Customer_41,Primary_Market_Code_11,Material_Type_1,381.2095
2021,June,Plant_1,Customer_41,Primary_Market_Code_4,Material_Type_1,347.37
2021,August,Plant_1,Customer_41,Primary_Market_Code_11,Material_Type_1,30.93
2021,January,Plant_1,Customer_41,Primary_Market_Code_11,Material_Type_1,228.215
2020,August,Plant_1,Customer_41,Primary_Market_Code_11,Material_Type_1,167.0865
2020,May,Plant_1,Customer_41,Primary_Market_Code_1,Material_Type_1,160.365
2020,October,Plant_1,Customer_41,Primary_Market_Code_8,Material_Type_1,425.245
2021,September,Plant_2,Customer_41,Primary_Market_Code_4,Material_Type_2,33.5525
2020,October,Plant_6,Customer_847,Primary_Market_Code_1,Material_Type_5,1.3155
2020,November,Plant_6,Customer_847,Primary_Market_Code_1,Material_Type_5,1.3155
2020,June,Plant_6,Customer_847,Primary_Market_Code_1,Material_Type_5,1.3155
2021,February,Plant_6,Customer_847,Primary_Market_Code_1,Material_Type_5,1.3155
2021,May,Plant_1,Customer_232,Primary_Market_Code_17,Material_Type_12,139.794
2022,January,Plant_1,Customer_232,Primary_Market_Code_17,Material_Type_12,74.4845
2020,June,Plant_1,Customer_232,Primary_Market_Code_2,Material_Type_12,19.56
2020,October,Plant_1,Customer_232,Primary_Market_Code_2,Material_Type_12,20.34
2021,September,Plant_1,Customer_232,Primary_Market_Code_2,Material_Type_12,3.347
2021,February,Plant_1,Customer_232,Primary_Market_Code_2,Material_Type_2,25.6475
2020,July,Plant_1,Customer_232,Primary_Market_Code_2,Material_Type_2,58.609
2021,December,Plant_1,Customer_232,Primary_Market_Code_2,Material_Type_2,27.1525
2022,February,Plant_1,Customer_232,Primary_Market_Code_2,Material_Type_2,35.6645
2020,March,Plant_6,Customer_138,Primary_Market_Code_2,Material_Type_6,3.79
2020,August,Plant_6,Customer_138,Primary_Market_Code_2,Material_Type_6,10.375
2020,June,Plant_6,Customer_138,Primary_Market_Code_2,Material_Type_6,50.878
2022,January,Plant_6,Customer_138,Primary_Market_Code_2,Material_Type_6,29.359
2020,November,Plant_6,Customer_138,Primary_Market_Code_2,Material_Type_6,11.935
2021,August,Plant_6,Customer_138,Primary_Market_Code_2,Material_Type_6,101.9825
2021,April,Plant_6,Customer_138,Primary_Market_Code_2,Material_Type_5,28.669
2020,April,Plant_6,Customer_138,Primary_Market_Code_2,Material_Type_5,46.4795
2021,December,Plant_6,Customer_138,Primary_Market_Code_2,Material_Type_5,64.73
2020,August,Plant_6,Customer_138,Primary_Market_Code_17,Material_Type_12,447.310888
2021,January,Plant_6,Customer_138,Primary_Market_Code_17,Material_Type_12,275.467034
2022,January,Plant_6,Customer_523,Primary_Market_Code_7,Material_Type_5,0
2021,January,Plant_3,Customer_523,Primary_Market_Code_17,Material_Type_12,15.015
2020,August,Plant_3,Customer_42,Primary_Market_Code_2,Material_Type_6,0.815
2020,July,Plant_3,Customer_42,Primary_Market_Code_2,Material_Type_6,0.815
2021,April,Plant_8,Customer_42,Primary_Market_Code_2,Material_Type_6,0
2020,May,Plant_3,Customer_42,Primary_Market_Code_2,Material_Type_5,39.985
2020,March,Plant_3,Customer_42,Primary_Market_Code_2,Material_Type_5,11.8175
2021,December,Plant_3,Customer_42,Primary_Market_Code_2,Material_Type_5,14.28
2020,April,Plant_6,Customer_42,Primary_Market_Code_2,Material_Type_5,0
2020,May,Plant_8,Customer_42,Primary_Market_Code_2,Material_Type_9,859.634
2020,June,Plant_8,Customer_42,Primary_Market_Code_2,Material_Type_9,674.349
2020,December,Plant_8,Customer_42,Primary_Market_Code_2,Material_Type_9,304.275
2020,November,Plant_8,Customer_42,Primary_Market_Code_20,Material_Type_9,0
